myAUC	avg_diff	power	avg_logFC	pct.1	pct.2	p_val_adj
QPRT	0.795	0.510237465769178	0.59	0.510237465769178	0.783	0.362	NA
MTATP8P1	0.205	-0.390400006044285	0.59	-0.390400006044285	0.917	0.961	NA
GNAI1	0.205	-0.533875483870027	0.59	-0.533875483870027	0.717	0.945	NA
RNASEH1	0.794	0.511860791976479	0.588	0.511860791976479	0.933	0.717	NA
RBM8A	0.794	0.51030298493661	0.588	0.51030298493661	1	0.929	NA
TPR	0.794	0.491805779806366	0.588	0.491805779806366	1	0.976	NA
RPS29	0.794	0.373177779529002	0.588	0.373177779529002	1	1	NA
AC246787.1	0.794	0.372155061974963	0.588	0.372155061974963	0.95	0.945	NA
DHTKD1	0.794	0.351123709616085	0.588	0.351123709616085	0.85	0.567	NA
TRANK1	0.794	0.33671396169192	0.588	0.33671396169192	0.833	0.465	NA
DCAF4	0.794	0.285621004342998	0.588	0.285621004342998	0.883	0.504	NA
GLUL	0.206	-0.339581456094174	0.588	-0.339581456094174	0.783	0.976	NA
CAST	0.206	-0.523785792164027	0.588	-0.523785792164027	0.417	0.811	NA
RNASEH2B	0.206	-0.562022061982924	0.588	-0.562022061982924	0.75	0.945	NA
FHL1	0.206	-0.698674881219415	0.588	-0.698674881219415	0.333	0.78	NA
MRPL18	0.793	0.664502417391721	0.586	0.664502417391721	0.917	0.843	NA
PIN4	0.793	0.538152503314598	0.586	0.538152503314598	0.933	0.709	NA
TMSB4XP8	0.793	0.485924126939896	0.586	0.485924126939896	0.95	0.598	NA
INTS6	0.207	-0.426368843194726	0.586	-0.426368843194726	0.867	0.969	NA
CAMK2B	0.207	-0.432433407387158	0.586	-0.432433407387158	0.983	1	NA
TDRD1	0.207	-0.699501782395302	0.586	-0.699501782395302	0.417	0.843	NA
WDR1	0.792	0.602817261456341	0.584	0.602817261456341	0.983	0.89	NA
PPA2	0.792	0.52999595393375	0.584	0.52999595393375	0.9	0.606	NA
NDUFB5	0.792	0.517363534984023	0.584	0.517363534984023	0.967	0.937	NA
TMED10	0.792	0.50910095960247	0.584	0.50910095960247	0.983	0.945	NA
GPX1	0.792	0.50273630335545	0.584	0.50273630335545	0.967	0.882	NA
RHEB	0.792	0.476835404392397	0.584	0.476835404392397	0.917	0.835	NA
CCDC144CP	0.792	0.467732623978098	0.584	0.467732623978098	0.933	0.811	NA
VAMP8	0.792	0.467049922242466	0.584	0.467049922242466	0.867	0.559	NA
RPS26P15	0.792	0.309470474733414	0.584	0.309470474733414	1	0.953	NA
ZNF800	0.208	-0.260042896309823	0.584	-0.260042896309823	0.267	0.756	NA
FGGY	0.208	-0.270812642207876	0.584	-0.270812642207876	0.783	0.937	NA
PAM	0.208	-0.432811733383007	0.584	-0.432811733383007	0.383	0.827	NA
MAP2	0.208	-0.598381300241179	0.584	-0.598381300241179	0.95	1	NA
SNRPC	0.791	0.595280535150983	0.582	0.595280535150983	0.933	0.953	NA
C1QBP	0.791	0.417294906450957	0.582	0.417294906450957	0.983	0.906	NA
AUP1	0.791	0.390252990274294	0.582	0.390252990274294	0.933	0.685	NA
PTMAP2	0.791	0.381716625754754	0.582	0.381716625754754	1	0.945	NA
CHD7	0.209	-0.498403530674435	0.582	-0.498403530674435	0.967	1	NA
TUBB	0.79	0.629314954806853	0.58	0.629314954806853	0.983	0.984	NA
MYBL2	0.79	0.62371992082777	0.58	0.62371992082777	0.883	0.669	NA
WNT2B	0.79	0.437457861275167	0.58	0.437457861275167	0.833	0.575	NA
SUMF1	0.79	0.40614857259565	0.58	0.40614857259565	0.867	0.614	NA
RPL21P11	0.79	0.404816161146743	0.58	0.404816161146743	1	0.969	NA
NISCH	0.79	0.366914363878319	0.58	0.366914363878319	0.967	0.756	NA
TPP1	0.79	0.342142108141566	0.58	0.342142108141566	0.7	0.228	NA
CDH3	0.79	0.257845600279204	0.58	0.257845600279204	0.833	0.37	NA
KRBOX1	0.21	-0.586178118534225	0.58	-0.586178118534225	0.217	0.732	NA
SLC7A8	0.789	0.717237784505163	0.578	0.717237784505163	0.933	0.772	NA
GPATCH4	0.789	0.617342471591512	0.578	0.617342471591512	0.933	0.701	NA
ILF2	0.789	0.458308339884511	0.578	0.458308339884511	1	0.921	NA
TSPAN18	0.789	0.420199491151692	0.578	0.420199491151692	0.767	0.386	NA
RPSAP8	0.789	0.383655703882159	0.578	0.383655703882159	0.967	0.913	NA
AC020898.1	0.789	0.366787831820474	0.578	0.366787831820475	0.983	0.969	NA
FOXR1	0.211	-0.415060799206399	0.578	-0.415060799206399	0.267	0.732	NA
GATM	0.211	-0.765016443710912	0.578	-0.765016443710912	0.967	1	NA
RBM3	0.788	0.590923206997679	0.576	0.590923206997679	0.95	0.89	NA
HILPDA	0.788	0.509349979042769	0.576	0.509349979042769	0.833	0.496	NA
RPL26P6	0.788	0.34922514819814	0.576	0.34922514819814	0.933	0.937	NA
SPTSSA	0.788	0.260760876296711	0.576	0.260760876296711	0.9	0.543	NA
AC018521.5	0.212	-0.261076059350094	0.576	-0.261076059350094	0.85	0.953	NA
CR381670.1	0.787	0.586239040411726	0.574	0.586239040411726	0.967	0.787	NA
FUCA1	0.787	0.548106026726081	0.574	0.548106026726081	0.833	0.559	NA
CEBPZOS	0.787	0.482956746222319	0.574	0.482956746222319	0.983	0.992	NA
AC010343.1	0.787	0.476285347670794	0.574	0.476285347670794	0.95	0.961	NA
CD53	0.787	0.413292899746697	0.574	0.413292899746697	0.683	0.213	NA
NBPF1	0.213	-0.4851502865657	0.574	-0.4851502865657	0.917	0.976	NA
EVI5	0.213	-0.507920636337915	0.574	-0.507920636337915	0.667	0.937	NA
VIM	0.213	-0.953681422737677	0.574	-0.953681422737677	0.667	0.937	NA
SMAGP	0.786	0.508288425033172	0.572	0.508288425033172	0.883	0.764	NA
HACD3	0.786	0.421556417210212	0.572	0.421556417210212	0.967	0.961	NA
ADGRL3	0.214	-0.302674940045491	0.572	-0.302674940045491	0.917	0.961	NA
GAS5	0.785	0.645403659891274	0.57	0.645403659891274	0.95	0.882	NA
FILIP1	0.785	0.553344413054186	0.57	0.553344413054186	0.867	0.709	NA
NDUFB3	0.785	0.547816636102563	0.57	0.547816636102563	0.983	0.85	NA
ABCD4	0.785	0.523285934174086	0.57	0.523285934174086	0.917	0.646	NA
ATG5	0.785	0.477217800204227	0.57	0.477217800204227	0.983	0.929	NA
SKA2	0.785	0.457698409940903	0.57	0.457698409940903	0.867	0.567	NA
TMEM69	0.785	0.389619475385094	0.57	0.389619475385094	0.883	0.551	NA
SFXN1	0.215	-0.298700779717838	0.57	-0.298700779717838	0.4	0.803	NA
PON3	0.215	-0.337777893863855	0.57	-0.337777893863855	0.517	0.874	NA
TAT	0.215	-0.345662462665451	0.57	-0.345662462665451	0.933	1	NA
EIF1B	0.215	-0.637432288295066	0.57	-0.637432288295066	0.9	0.953	NA
PUDP	0.784	0.464677018421081	0.568	0.464677018421081	0.75	0.323	NA
RPSAP54	0.784	0.395581895445144	0.568	0.395581895445143	1	0.969	NA
RPS26P47	0.784	0.333523464848843	0.568	0.333523464848843	1	0.961	NA
MAGI3	0.216	-0.264104769574648	0.568	-0.264104769574648	0.783	0.937	NA
NR2F1	0.216	-0.278456204072643	0.568	-0.278456204072643	0.667	0.89	NA
ERCC6L2	0.216	-0.561186497782218	0.568	-0.561186497782218	0.983	1	NA
GNAS	0.216	-0.602139969501867	0.568	-0.602139969501867	0.933	0.984	NA
DPPA5	0.783	1.07780476992403	0.566	1.07780476992403	0.8	0.512	NA
RPL29	0.783	0.577139242481452	0.566	0.577139242481452	0.983	0.976	NA
FGD4	0.783	0.569711861762183	0.566	0.569711861762183	0.883	0.677	NA
DCP2	0.783	0.54961506699595	0.566	0.54961506699595	0.933	0.827	NA
MRPS16	0.783	0.495440967805761	0.566	0.495440967805761	0.933	0.614	NA
DAD1	0.783	0.487964784148586	0.566	0.487964784148586	0.983	0.953	NA
TPM3	0.783	0.473708223421781	0.566	0.473708223421781	1	0.976	NA
TAF11	0.783	0.419107206613067	0.566	0.419107206613067	0.917	0.764	NA
DOCK5	0.217	-0.349778554884952	0.566	-0.349778554884952	0.55	0.874	NA
FKBP6	0.217	-0.382537967189986	0.566	-0.382537967189986	0.233	0.732	NA
RRAGD	0.217	-0.385871332455031	0.566	-0.385871332455031	0.75	0.953	NA
PELI2	0.217	-0.399267025205077	0.566	-0.399267025205077	0.45	0.819	NA
MORC1	0.217	-0.712532331206286	0.566	-0.712532331206286	0.317	0.748	NA
CDK17	0.217	-0.732854702027435	0.566	-0.732854702027435	0.8	0.937	NA
KLHL23	0.217	-0.893332040635213	0.566	-0.893332040635213	0.733	0.906	NA
JPT1	0.782	0.539881927413676	0.564	0.539881927413676	0.983	0.913	NA
RPL28	0.782	0.454796519264433	0.564	0.454796519264433	1	0.992	NA
ANP32E	0.782	0.409005361359746	0.564	0.409005361359746	0.983	0.756	NA
PLTP	0.782	0.355052583213045	0.564	0.355052583213045	0.783	0.291	NA
RPSAP15	0.782	0.310341495208508	0.564	0.310341495208508	0.95	0.921	NA
TWIST1	0.218	-0.274533836325599	0.564	-0.274533836325599	0.717	0.913	NA
REC114	0.218	-0.324206491851549	0.564	-0.324206491851549	0.167	0.669	NA
ABLIM1	0.218	-0.391536564742439	0.564	-0.391536564742439	0.167	0.693	NA
S100A11	0.218	-0.44194297432867	0.564	-0.44194297432867	0.45	0.882	NA
ATP5E	0.218	-0.514015939626948	0.564	-0.514015939626948	1	0.976	NA
PAGE5	0.218	-0.740192770348496	0.564	-0.740192770348496	0.15	0.677	NA
TMSB4X	0.781	0.814945670317155	0.562	0.814945670317155	0.983	0.953	NA
ALDH7A1	0.781	0.434130993771928	0.562	0.434130993771928	0.95	0.827	NA
TM9SF2	0.781	0.432821300532101	0.562	0.432821300532101	0.95	0.906	NA
SLC25A3	0.781	0.399992470638711	0.562	0.399992470638711	1	0.945	NA
HSPD1	0.781	0.326111834892624	0.562	0.326111834892624	1	0.976	NA
CBR1	0.219	-0.416814975270213	0.562	-0.416814975270213	0.367	0.748	NA
ZFYVE16	0.219	-0.436563834420554	0.562	-0.436563834420554	0.967	0.992	NA
VCY	0.219	-0.470703162063147	0.562	-0.470703162063147	0.167	0.701	NA
NFIA	0.219	-0.587842688296908	0.562	-0.587842688296908	0.933	0.984	NA
MALAT1	0.219	-0.647057102741023	0.562	-0.647057102741023	1	1	NA
ANKRD36B	0.78	0.497062808789378	0.56	0.497062808789378	0.917	0.701	NA
RASD1	0.78	0.431229658099354	0.56	0.431229658099354	0.817	0.425	NA
ALDH4A1	0.78	0.338714205359343	0.56	0.338714205359343	0.8	0.362	NA
FO393411.1	0.78	0.267272589255649	0.56	0.267272589255649	0.883	0.709	NA
MAP3K11	0.22	-0.356894426828345	0.56	-0.356894426828345	0.633	0.866	NA
SIX1	0.22	-0.546661158208164	0.56	-0.546661158208164	0.517	0.803	NA
MRPS18B	0.779	0.426866961376966	0.558	0.426866961376966	0.95	0.898	NA
PNPT1	0.779	0.398510725437712	0.558	0.398510725437712	0.917	0.756	NA
LDLRAP1	0.779	0.383100921994759	0.558	0.383100921994759	0.883	0.638	NA
LTBP1	0.221	-0.267291768768199	0.558	-0.267291768768199	0.4	0.787	NA
IFT80	0.221	-0.306914563935502	0.558	-0.306914563935502	0.933	1	NA
DYNC1I2	0.221	-0.431010326659474	0.558	-0.431010326659474	0.95	0.984	NA
REST	0.778	0.49550359695218	0.556	0.49550359695218	0.983	0.874	NA
COX7C	0.778	0.419291314656332	0.556	0.419291314656332	0.983	0.984	NA
CNPY2	0.778	0.419035414262844	0.556	0.419035414262844	0.883	0.449	NA
SIAE	0.778	0.392995509865144	0.556	0.392995509865144	0.917	0.559	NA
AC091429.1	0.778	0.254230149259521	0.556	0.254230149259521	0.933	0.921	NA
NR2F2	0.222	-0.389573148056449	0.556	-0.389573148056449	0.483	0.819	NA
ASZ1	0.222	-0.454114420147582	0.556	-0.454114420147582	0.2	0.717	NA
SSFA2	0.222	-0.56652266980534	0.556	-0.56652266980534	0.567	0.906	NA
NRK	0.777	0.614762164057654	0.554	0.614762164057654	0.883	0.654	NA
ARL6IP1	0.777	0.574802242026245	0.554	0.574802242026245	0.967	0.89	NA
CCPG1	0.777	0.511001114658412	0.554	0.511001114658412	0.783	0.457	NA
CTSD	0.777	0.466550876975524	0.554	0.466550876975524	0.95	0.843	NA
RPL36	0.777	0.451941648273223	0.554	0.451941648273223	1	0.984	NA
SLC25A39	0.777	0.417839040030024	0.554	0.417839040030024	1	0.89	NA
TGOLN2	0.777	0.405896660949876	0.554	0.405896660949876	0.95	0.772	NA
AC131235.1	0.777	0.364652486680102	0.554	0.364652486680102	0.967	0.945	NA
RPL21	0.777	0.322790755136836	0.554	0.322790755136836	1	0.992	NA
SPOCD1	0.223	-0.26442088808971	0.554	-0.26442088808971	0.167	0.646	NA
AGAP3	0.223	-0.323884376062833	0.554	-0.323884376062833	0.567	0.866	NA
MPDZ	0.223	-0.388594526318184	0.554	-0.388594526318184	0.7	0.961	NA
SEPT7	0.223	-0.489180325544785	0.554	-0.489180325544785	0.967	0.969	NA
RPS28	0.776	0.435352015280075	0.552	0.435352015280075	1	0.992	NA
MED10	0.224	-0.575882071112712	0.552	-0.575882071112712	0.583	0.898	NA
TMSB4XP4	0.775	0.613784300553838	0.55	0.613784300553838	0.95	0.874	NA
CYCS	0.775	0.438849745385283	0.55	0.438849745385283	0.983	0.913	NA
NEU1	0.775	0.374318598446375	0.55	0.374318598446375	0.733	0.315	NA
RPL7P26	0.775	0.337277163048751	0.55	0.337277163048751	0.917	0.906	NA
PTOV1	0.225	-0.367727295055926	0.55	-0.367727295055926	0.783	0.953	NA
TPM4	0.774	0.638562062318918	0.548	0.638562062318918	0.9	0.724	NA
PNN	0.774	0.441221527344172	0.548	0.441221527344172	0.983	0.929	NA
PREB	0.774	0.354268589100186	0.548	0.354268589100186	0.85	0.567	NA
RRBP1	0.226	-0.558157918052828	0.548	-0.558157918052828	0.95	0.976	NA
EPRS	0.773	0.485004476127412	0.546	0.485004476127412	0.95	0.748	NA
GNL3	0.773	0.482067976823451	0.546	0.482067976823451	0.967	0.937	NA
RPL9	0.773	0.468927299761263	0.546	0.468927299761263	0.983	0.961	NA
SLC35A2	0.773	0.459854197052357	0.546	0.459854197052357	0.733	0.339	NA
AC011979.1	0.773	0.395815752957951	0.546	0.395815752957951	1	0.969	NA
AL121871.1	0.773	0.355266412146774	0.546	0.355266412146774	0.983	0.945	NA
CHP1	0.773	0.347290643242892	0.546	0.347290643242892	0.917	0.693	NA
IL6R	0.773	0.297680595805856	0.546	0.297680595805856	0.883	0.535	NA
RCC2	0.773	0.265207357609108	0.546	0.265207357609108	0.833	0.433	NA
AC090543.2	0.773	0.250068755114153	0.546	0.250068755114153	1	0.953	NA
HTATIP2	0.227	-0.348441104130779	0.546	-0.348441104130779	0.467	0.835	NA
CAPN2	0.228	-0.424284082000804	0.544	-0.424284082000804	0.883	1	NA
PIWIL4	0.228	-0.504304119180825	0.544	-0.504304119180825	0.533	0.858	NA
ZFP36L1	0.228	-0.646017526212433	0.544	-0.646017526212433	0.683	0.858	NA
STMN1	0.771	0.573432713330326	0.542	0.573432713330326	1	0.976	NA
SUCLA2	0.771	0.504429545588289	0.542	0.504429545588289	0.933	0.787	NA
SNRPD1	0.771	0.474294683577366	0.542	0.474294683577366	1	0.953	NA
RPL9P7	0.771	0.459714586561256	0.542	0.459714586561256	0.983	0.969	NA
DPPA3	0.771	0.45518758313984	0.542	0.45518758313984	0.767	0.354	NA
RPL10AP6	0.771	0.441090574425634	0.542	0.441090574425634	0.967	0.969	NA
NOP58	0.771	0.414386270062095	0.542	0.414386270062095	0.983	0.89	NA
SNRNP25	0.771	0.366014370073808	0.542	0.366014370073808	0.833	0.472	NA
RPL7AP66	0.771	0.337520373309072	0.542	0.337520373309072	0.967	0.929	NA
DPH7	0.771	0.317308787491929	0.542	0.317308787491929	0.817	0.535	NA
MT-RNR1	0.229	-0.447126878831729	0.542	-0.447126878831729	0.983	0.992	NA
AC012370.2	0.229	-0.60029326760505	0.542	-0.60029326760505	0.967	1	NA
NDUFA6	0.77	0.528660205566731	0.54	0.528660205566731	0.983	0.89	NA
PSMB2	0.77	0.427074841962384	0.54	0.427074841962384	0.967	0.89	NA
LDHB	0.77	0.426286774634667	0.54	0.426286774634667	0.983	0.984	NA
NDUFB11	0.77	0.352521820561143	0.54	0.352521820561143	0.933	0.772	NA
NFE2L3	0.77	0.330089192562966	0.54	0.330089192562966	0.683	0.307	NA
AHNAK2	0.23	-0.262962935623312	0.54	-0.262962935623312	0.95	1	NA
ATXN7	0.23	-0.379930933670937	0.54	-0.379930933670937	0.717	0.961	NA
TCF4	0.23	-0.451281000643856	0.54	-0.451281000643856	0.85	0.969	NA
MAGEC2	0.23	-0.754391212708426	0.54	-0.754391212708426	0.333	0.724	NA
MAGEB2	0.23	-1.24782236655885	0.54	-1.24782236655885	0.45	0.748	NA
ATP5B	0.769	0.357254837920675	0.538	0.357254837920675	1	0.984	NA
FTLP3	0.769	0.350409116840533	0.538	0.350409116840533	1	0.953	NA
RPL21P119	0.769	0.343109608768054	0.538	0.343109608768054	1	0.969	NA
RPL12P4	0.769	0.285743019187057	0.538	0.285743019187057	0.983	0.929	NA
RAB15	0.769	0.27457801685021	0.538	0.27457801685021	0.717	0.315	NA
RPL10AP2	0.769	0.261932193146734	0.538	0.261932193146734	0.95	0.929	NA
PAWR	0.231	-0.35789961104249	0.538	-0.35789961104249	0.783	0.921	NA
VCX3A	0.231	-0.580838125931816	0.538	-0.580838125931816	0.233	0.709	NA
COX8C	0.231	-0.667679946284588	0.538	-0.667679946284588	0.317	0.764	NA
KCNV2	0.768	0.494163936785486	0.536	0.494163936785486	0.9	0.606	NA
SURF6	0.768	0.466580407372596	0.536	0.466580407372596	0.917	0.843	NA
BRIX1	0.768	0.435739987019082	0.536	0.435739987019082	0.983	0.827	NA
HNRNPC	0.768	0.338454208246078	0.536	0.338454208246078	1	0.984	NA
RBM8B	0.768	0.306443789351705	0.536	0.306443789351705	0.983	0.898	NA
AL033519.2	0.768	0.300936477744017	0.536	0.300936477744017	0.933	0.929	NA
FBRS	0.232	-0.294082920590986	0.536	-0.294082920590986	0.467	0.795	NA
ATP9A	0.232	-0.314067269814555	0.536	-0.314067269814555	0.333	0.748	NA
ITGB8	0.232	-0.345950041145697	0.536	-0.345950041145697	0.85	0.961	NA
ZMYND11	0.232	-0.462100135416279	0.536	-0.462100135416279	0.917	0.984	NA
RUFY3	0.232	-0.47506970179344	0.536	-0.47506970179344	0.5	0.906	NA
PCDH9	0.232	-0.487291512617777	0.536	-0.487291512617777	0.583	0.874	NA
VPS26A	0.232	-0.578423512929814	0.536	-0.578423512929814	0.767	0.866	NA
PRDX4	0.767	0.503088871020676	0.534	0.503088871020676	0.967	0.937	NA
PCMTD2	0.767	0.442351621845147	0.534	0.442351621845147	0.95	0.787	NA
ELMO1	0.767	0.340887891542196	0.534	0.340887891542196	0.85	0.551	NA
TUBBP5	0.767	0.337042879465408	0.534	0.337042879465408	0.767	0.378	NA
MRPS2	0.767	0.312329322449635	0.534	0.312329322449635	0.833	0.386	NA
NUCB1	0.767	0.285883902655605	0.534	0.285883902655605	0.833	0.598	NA
COL9A1	0.233	-0.283080948425692	0.534	-0.283080948425692	0.867	0.969	NA
BEX4	0.233	-0.672414939815854	0.534	-0.672414939815855	0.483	0.827	NA
RNF219	0.233	-0.70804214409101	0.534	-0.70804214409101	0.467	0.772	NA
KIF1BP	0.766	0.4392578884946	0.532	0.4392578884946	0.9	0.693	NA
PPHLN1	0.766	0.41678324957856	0.532	0.41678324957856	1	0.976	NA
PTGR1	0.766	0.347221117919365	0.532	0.347221117919365	0.817	0.394	NA
RPL21P16	0.766	0.342570317531541	0.532	0.342570317531541	1	0.976	NA
NANOGP1	0.766	0.329013222536869	0.532	0.329013222536869	0.667	0.213	NA
PIM1	0.766	0.317047143879544	0.532	0.317047143879544	0.833	0.472	NA
NLGN1	0.234	-0.491166666093969	0.532	-0.491166666093969	0.583	0.858	NA
COL14A1	0.234	-0.650809429148006	0.532	-0.650809429148006	0.4	0.803	NA
DGLUCY	0.765	0.474594497034846	0.53	0.474594497034846	0.833	0.488	NA
FAU	0.765	0.473312675782964	0.53	0.473312675782964	1	0.969	NA
NDUFA3	0.765	0.47051659447991	0.53	0.47051659447991	0.95	0.795	NA
RPL9P9	0.765	0.454434849464554	0.53	0.454434849464554	0.983	0.969	NA
AC034236.1	0.765	0.371092708633669	0.53	0.371092708633669	1	0.976	NA
STAT1	0.235	-0.33110604299762	0.53	-0.33110604299762	0.333	0.764	NA
MYL12B	0.235	-0.409430877599529	0.53	-0.409430877599529	1	0.953	NA
TANC2	0.235	-0.47949384861549	0.53	-0.47949384861549	0.983	1	NA
APLP2	0.764	0.512301128390954	0.528	0.512301128390954	0.983	0.937	NA
TIMM17B	0.764	0.384376871561978	0.528	0.384376871561978	0.967	0.811	NA
CCT4	0.764	0.368753345488986	0.528	0.368753345488986	0.967	0.874	NA
DECR1	0.236	-0.482905161242144	0.528	-0.482905161242144	0.483	0.866	NA
RHOXF1	0.236	-0.535559159653151	0.528	-0.535559159653151	0.2	0.661	NA
SYT1	0.236	-0.58726136063472	0.528	-0.58726136063472	0.633	0.866	NA
MOCS2	0.763	0.479303873457063	0.526	0.479303873457063	0.95	0.85	NA
MEG8	0.763	0.446636947533866	0.526	0.446636947533865	0.867	0.693	NA
EFEMP1	0.763	0.396169845805649	0.526	0.396169845805649	0.85	0.567	NA
BSG	0.763	0.384499937418678	0.526	0.384499937418678	1	0.992	NA
HSD17B10	0.763	0.374037863245399	0.526	0.374037863245399	0.867	0.654	NA
RPS26P28	0.763	0.302473357957918	0.526	0.302473357957919	0.983	0.913	NA
RPL7AP50	0.763	0.26898137780151	0.526	0.26898137780151	0.933	0.953	NA
ADRA2A	0.237	-0.440275157907117	0.526	-0.440275157907117	0.95	1	NA
EID1	0.237	-0.869149056417068	0.526	-0.869149056417068	0.633	0.929	NA
SPARC	0.237	-1.53405624733311	0.526	-1.53405624733311	0.25	0.677	NA
COX8A	0.762	0.531975727772875	0.524	0.531975727772875	0.917	0.835	NA
RPL27A	0.762	0.49352714012768	0.524	0.49352714012768	1	0.984	NA
PDHB	0.762	0.458162585314316	0.524	0.458162585314316	0.95	0.937	NA
RPS20	0.762	0.347390674304645	0.524	0.347390674304645	1	1	NA
DTNA	0.238	-0.292005113100834	0.524	-0.292005113100834	0.317	0.709	NA
RBMXP1	0.238	-0.562187197914526	0.524	-0.562187197914526	0.967	1	NA
RPL21P75	0.761	0.352239457324671	0.522	0.352239457324671	1	0.969	NA
KIAA2013	0.761	0.32866042799588	0.522	0.32866042799588	0.833	0.449	NA
DCTN5	0.761	0.286303169967709	0.522	0.286303169967709	0.967	0.732	NA
SPINT1	0.761	0.252491251888832	0.522	0.252491251888832	0.9	0.614	NA
ARHGAP17	0.239	-0.25658063238665	0.522	-0.25658063238665	0.55	0.874	NA
ZFAND2A	0.239	-0.307608285011564	0.522	-0.307608285011564	0.967	0.992	NA
ARHGAP35	0.239	-0.367242826849165	0.522	-0.367242826849165	0.817	0.976	NA
CCND2	0.76	0.531370792311013	0.52	0.531370792311013	0.95	0.874	NA
RPP30	0.76	0.461556059342753	0.52	0.461556059342753	0.967	0.898	NA
SNX27	0.76	0.391340048454173	0.52	0.391340048454173	0.867	0.787	NA
AC132942.1	0.76	0.279301201647808	0.52	0.279301201647808	1	0.969	NA
ITM2C	0.76	0.270258473229049	0.52	0.270258473229049	0.967	0.906	NA
HECTD2	0.24	-0.287735478373657	0.52	-0.287735478373657	0.45	0.811	NA
VCY1B	0.24	-0.446162426866891	0.52	-0.446162426866891	0.183	0.677	NA
RDX	0.24	-0.469837407544945	0.52	-0.469837407544945	1	0.984	NA
NDUFB1	0.759	0.504892212296933	0.518	0.504892212296933	0.967	0.874	NA
FTL	0.759	0.484625770043808	0.518	0.484625770043808	1	0.976	NA
PPP1R14C	0.759	0.32971986576713	0.518	0.32971986576713	0.767	0.457	NA
GLDC	0.759	0.328319564040208	0.518	0.328319564040208	0.917	0.701	NA
ZCCHC2	0.241	-0.305319410586202	0.518	-0.305319410586202	0.883	1	NA
MYEF2	0.241	-0.342857280001057	0.518	-0.342857280001057	0.6	0.898	NA
AL359976.1	0.241	-0.428807635226043	0.518	-0.428807635226043	0.967	0.992	NA
CALHM6	0.241	-0.430263566383114	0.518	-0.430263566383114	0.267	0.685	NA
LIMCH1	0.241	-0.480797281413554	0.518	-0.480797281413554	0.533	0.835	NA
COL1A2	0.241	-1.39558543420193	0.518	-1.39558543420193	0.45	0.78	NA
SLC25A6	0.758	0.599413443490267	0.516	0.599413443490267	0.933	0.961	NA
HSP90B1	0.758	0.454363865273945	0.516	0.454363865273945	1	0.945	NA
TCERG1	0.758	0.386189090352308	0.516	0.386189090352308	0.983	0.882	NA
RABGGTB	0.758	0.357526898161577	0.516	0.357526898161577	0.833	0.488	NA
TPTE2P3	0.758	0.347824438733633	0.516	0.347824438733633	0.767	0.37	NA
TUFT1	0.758	0.290082252427612	0.516	0.290082252427612	0.833	0.575	NA
NBPF14	0.242	-0.299646236159375	0.516	-0.299646236159375	0.833	0.913	NA
MLLT3	0.242	-0.34624515832362	0.516	-0.34624515832362	0.95	1	NA
MT-ATP8	0.242	-0.349691736964207	0.516	-0.349691736964207	0.883	0.969	NA
EEF1A1P5	0.757	0.483463372348699	0.514	0.483463372348699	0.967	0.984	NA
APEX1	0.757	0.450620084843064	0.514	0.450620084843064	0.967	0.882	NA
ZNF729	0.757	0.443030315995931	0.514	0.443030315995931	0.767	0.354	NA
NR2C2AP	0.757	0.417550283271235	0.514	0.417550283271235	0.767	0.417	NA
COX7A2	0.757	0.412566293128586	0.514	0.412566293128586	1	0.953	NA
TMEM33	0.757	0.339859031440185	0.514	0.339859031440185	0.967	0.976	NA
VCP	0.757	0.33342841963302	0.514	0.33342841963302	1	0.953	NA
FANCD2	0.757	0.317397032745905	0.514	0.317397032745905	0.9	0.677	NA
RABL6	0.243	-0.272552463527624	0.514	-0.272552463527624	0.85	0.969	NA
ANXA11	0.243	-0.284366972089803	0.514	-0.284366972089803	0.433	0.756	NA
SEPT9	0.243	-0.325741284569079	0.514	-0.325741284569079	0.55	0.858	NA
TTC7A	0.243	-0.372684071162364	0.514	-0.372684071162364	0.983	1	NA
TGFBR3	0.243	-0.408350905315666	0.514	-0.408350905315666	0.95	1	NA
EEF1A1P6	0.756	0.467524419116934	0.512	0.467524419116934	1	0.976	NA
MIR1244-2	0.756	0.40070948836735	0.512	0.40070948836735	0.95	0.961	NA
SRSF2	0.756	0.329416061130316	0.512	0.329416061130316	0.967	0.961	NA
FAM124B	0.756	0.315413471651458	0.512	0.315413471651458	0.633	0.197	NA
RNASEH2A	0.756	0.309100441828509	0.512	0.309100441828509	0.9	0.606	NA
LINC02227	0.244	-0.291511748773124	0.512	-0.291511748773124	0.833	0.969	NA
BAZ1A	0.244	-0.336416249691766	0.512	-0.336416249691766	0.567	0.843	NA
NUP210L	0.244	-0.601675495768066	0.512	-0.601675495768066	0.983	1	NA
DHX33	0.755	0.407642604893445	0.51	0.407642604893445	0.867	0.622	NA
RPL15P3	0.755	0.404204694943024	0.51	0.404204694943024	0.983	0.984	NA
MTFR1	0.755	0.271529718883848	0.51	0.271529718883848	0.817	0.433	NA
GAPDHP1	0.755	0.269900901014892	0.51	0.269900901014892	0.983	0.969	NA
LIN28A	0.755	0.254387224252453	0.51	0.254387224252453	0.683	0.26	NA
IRF2BP2	0.245	-0.52272370351485	0.51	-0.52272370351485	0.267	0.709	NA
AC022107.1	0.245	-0.595334755938248	0.51	-0.595334755938248	0.967	1	NA
