myAUC	avg_diff	power	avg_logFC	pct.1	pct.2	p_val_adj
ORC5	0.813	0.42657394916632	0.626	0.42657394916632	0.977	0.697	NA
PTTG1	0.813	0.412429166947993	0.626	0.412429166947993	0.989	0.657	NA
AURKC	0.813	0.293782549443736	0.626	0.293782549443736	0.784	0.263	NA
ADAD2	0.813	0.292956373251127	0.626	0.292956373251127	0.727	0.202	NA
LMO4	0.812	0.643361984724064	0.624	0.643361984724064	0.989	0.909	NA
DYRK1A	0.812	0.575088485781493	0.624	0.575088485781493	0.955	0.768	NA
IMPACT	0.812	0.536909895410462	0.624	0.536909895410462	0.977	0.697	NA
ARRDC3	0.812	0.321694347564574	0.624	0.321694347564574	0.977	0.586	NA
RPL23	0.188	-0.947684992015899	0.624	-0.947684992015899	1	0.97	NA
METTL5	0.811	0.585000427645223	0.622	0.585000427645223	1	0.758	NA
MARCH6	0.811	0.495975986713746	0.622	0.495975986713746	1	0.97	NA
NUDT7	0.811	0.432752945518883	0.622	0.432752945518883	0.795	0.293	NA
LINC01128	0.811	0.356113263215091	0.622	0.356113263215091	1	0.788	NA
STAG3	0.811	0.331471811183994	0.622	0.331471811183994	0.909	0.657	NA
LRRC40	0.811	0.323893823924906	0.622	0.323893823924906	0.932	0.566	NA
KMT2B	0.811	0.300893522625464	0.622	0.300893522625464	0.955	0.596	NA
LSM12	0.811	0.28894933059768	0.622	0.28894933059768	0.977	0.667	NA
TMEM33	0.189	-0.454074590275985	0.622	-0.454074590275985	0.966	0.98	NA
RPF1	0.81	0.605890782846882	0.62	0.605890782846882	0.989	0.788	NA
RAE1	0.81	0.564274067286142	0.62	0.564274067286142	1	0.848	NA
HIST1H2AA	0.81	0.544017506006168	0.62	0.544017506006168	0.818	0.273	NA
RBP4	0.81	0.427502491245703	0.62	0.427502491245703	0.682	0.111	NA
AC138649.1	0.81	0.406293995880147	0.62	0.406293995880147	0.955	0.505	NA
ALDH1A2	0.81	0.365521786555887	0.62	0.365521786555887	0.852	0.475	NA
SH3GL2	0.81	0.2863943445985	0.62	0.2863943445985	0.875	0.374	NA
RPL10A	0.19	-0.742579953913944	0.62	-0.742579953913944	1	0.949	NA
RPL26L1	0.809	0.568167397463446	0.618	0.568167397463446	1	0.768	NA
TSPAN12	0.809	0.497103888317668	0.618	0.497103888317668	0.739	0.263	NA
MINDY3	0.809	0.483674355842173	0.618	0.483674355842173	0.864	0.424	NA
POLR3C	0.809	0.38129807870898	0.618	0.38129807870898	0.977	0.636	NA
MIOS	0.809	0.369480070182398	0.618	0.369480070182398	0.955	0.636	NA
RGMA	0.808	0.466719088568122	0.616	0.466719088568122	0.955	0.848	NA
ATP6V1C1	0.808	0.460129116941004	0.616	0.460129116941004	0.989	0.687	NA
C12orf10	0.808	0.431272849295062	0.616	0.431272849295062	0.943	0.626	NA
ZNF507	0.808	0.427820468443502	0.616	0.427820468443502	0.955	0.646	NA
KTN1	0.808	0.418402846977704	0.616	0.418402846977704	1	1	NA
ART3	0.808	0.393396531106384	0.616	0.393396531106384	0.727	0.202	NA
ATP9A	0.808	0.305922361083904	0.616	0.305922361083904	0.875	0.384	NA
AGBL5	0.808	0.264854449438438	0.616	0.264854449438438	0.932	0.606	NA
NUDT14	0.808	0.257095112251123	0.616	0.257095112251123	0.784	0.232	NA
EPN2	0.807	0.58422300801117	0.614	0.58422300801117	1	0.838	NA
CENPE	0.807	0.552740611532038	0.614	0.552740611532038	0.977	0.626	NA
AMZ2	0.807	0.528803543722378	0.614	0.528803543722378	1	0.828	NA
THUMPD3	0.807	0.527458552668325	0.614	0.527458552668325	0.966	0.626	NA
FNIP2	0.807	0.480300291416573	0.614	0.480300291416573	0.943	0.566	NA
PCOLCE2	0.807	0.434059299843596	0.614	0.434059299843596	0.83	0.384	NA
CBL	0.806	0.594019852878709	0.612	0.594019852878709	1	0.828	NA
GPBP1	0.806	0.503653789467589	0.612	0.503653789467589	1	0.899	NA
NRAP	0.806	0.328304758946645	0.612	0.328304758946645	0.693	0.162	NA
MAP1LC3B2	0.806	0.311285431413701	0.612	0.311285431413701	0.966	0.646	NA
ERVW-1	0.194	-0.405087215950978	0.612	-0.405087215950978	0.727	0.929	NA
POLR2A	0.805	0.554486280332422	0.61	0.554486280332422	0.932	0.747	NA
SYCP2	0.805	0.480903345203404	0.61	0.480903345203404	0.92	0.475	NA
PSTK	0.805	0.468012358536018	0.61	0.468012358536018	0.932	0.616	NA
MIR22HG	0.805	0.303290021640981	0.61	0.303290021640981	0.795	0.283	NA
PPIAP29	0.195	-0.47457679742763	0.61	-0.47457679742763	0.943	0.919	NA
CTNND1	0.195	-0.485913675706224	0.61	-0.485913675706224	0.886	0.97	NA
SDHD	0.195	-0.563459805477772	0.61	-0.563459805477772	0.761	0.939	NA
EEF1A1P5	0.195	-0.633972149862507	0.61	-0.633972149862507	1	0.96	NA
DENND2C	0.804	0.46967470886124	0.608	0.46967470886124	0.92	0.677	NA
DGKD	0.804	0.464976479905369	0.608	0.464976479905369	1	0.758	NA
DDX25	0.804	0.404186500739295	0.608	0.404186500739295	0.909	0.495	NA
NEPRO	0.804	0.402064817722792	0.608	0.402064817722792	1	0.727	NA
MTCO2P2	0.803	0.449726072207381	0.606	0.449726072207381	1	0.949	NA
HSPA5	0.197	-0.946997643486545	0.606	-0.946997643486545	0.943	0.929	NA
AC091153.1	0.802	0.510930439453923	0.604	0.510930439453923	1	0.939	NA
BANF1	0.802	0.484039753058988	0.604	0.484039753058988	1	0.919	NA
HSPA4	0.802	0.482309218302352	0.604	0.482309218302352	1	0.949	NA
GABARAPL2	0.802	0.477510360188924	0.604	0.477510360188924	1	0.889	NA
PAFAH1B3	0.802	0.457628924301506	0.604	0.457628924301506	1	0.758	NA
LANCL1	0.802	0.428572095363842	0.604	0.428572095363842	0.977	0.707	NA
NGLY1	0.801	0.452320912569974	0.602	0.452320912569974	1	0.758	NA
AC116618.1	0.801	0.37830719506454	0.602	0.37830719506454	0.989	0.657	NA
LDHC	0.801	0.371477501974413	0.602	0.371477501974413	0.693	0.152	NA
ATP6V1H	0.801	0.367343376170423	0.602	0.367343376170423	0.989	0.687	NA
SPA17	0.801	0.335276537516125	0.602	0.335276537516125	0.898	0.495	NA
XPOT	0.801	0.333446883256805	0.602	0.333446883256805	0.977	0.566	NA
EEF1A1P6	0.199	-0.643305213599068	0.602	-0.643305213599068	1	0.97	NA
CREBRF	0.8	0.675356219942132	0.6	0.675356219942132	0.955	0.859	NA
PPID	0.8	0.54419923683373	0.6	0.54419923683373	0.875	0.384	NA
THYN1	0.8	0.507421219754955	0.6	0.507421219754955	0.989	0.808	NA
RAD51C	0.8	0.485748517032742	0.6	0.485748517032742	1	0.838	NA
SUPT5H	0.8	0.404099104657943	0.6	0.404099104657943	0.989	0.949	NA
NEIL2	0.8	0.366694547447423	0.6	0.366694547447423	1	0.929	NA
SSBP2	0.8	0.364078466970421	0.6	0.364078466970421	0.966	0.808	NA
SLC3A2	0.2	-0.615750052526725	0.6	-0.615750052526725	0.898	0.97	NA
APOO	0.799	0.585198881916015	0.598	0.585198881916015	0.955	0.758	NA
MTND2P28	0.799	0.547599164750076	0.598	0.547599164750076	1	0.97	NA
COPS3	0.799	0.519177862881274	0.598	0.519177862881274	0.989	0.899	NA
ADRM1	0.799	0.397030761668899	0.598	0.397030761668899	1	0.818	NA
FAM133A	0.798	0.550663855328964	0.596	0.550663855328964	0.773	0.293	NA
AK5	0.798	0.468610912765089	0.596	0.468610912765089	0.761	0.333	NA
CCNB1	0.798	0.45386200910589	0.596	0.45386200910589	1	0.838	NA
PON3	0.798	0.448527311145263	0.596	0.448527311145263	0.898	0.636	NA
NUDC	0.798	0.436207098616413	0.596	0.436207098616413	1	0.96	NA
TFDP2	0.798	0.423270883495188	0.596	0.423270883495188	1	0.869	NA
MED13L	0.798	0.409939961378171	0.596	0.409939961378171	0.966	0.808	NA
ATP8B5P	0.798	0.291159722481278	0.596	0.291159722481278	1	0.899	NA
EEF1A1	0.202	-0.508058494142225	0.596	-0.508058494142225	1	1	NA
CHORDC1	0.797	0.57878129063882	0.594	0.57878129063882	0.989	0.838	NA
DCTN6	0.797	0.574560828837231	0.594	0.574560828837231	0.932	0.667	NA
ATIC	0.797	0.53335851867178	0.594	0.53335851867178	1	0.808	NA
DYRK4	0.797	0.465810546236094	0.594	0.465810546236094	0.966	0.727	NA
RBMX2	0.797	0.391827204469593	0.594	0.391827204469593	0.989	0.646	NA
ZFR2	0.797	0.346621372871087	0.594	0.346621372871087	0.864	0.556	NA
WASF3	0.797	0.340571138732482	0.594	0.340571138732482	0.864	0.374	NA
NLRP7	0.797	0.261105482132745	0.594	0.261105482132745	0.886	0.444	NA
SWT1	0.796	0.514569385579517	0.592	0.514569385579517	0.886	0.596	NA
RNF138	0.796	0.495498111130929	0.592	0.495498111130929	1	0.707	NA
VRK1	0.796	0.491952674756364	0.592	0.491952674756364	1	0.717	NA
SYT14	0.796	0.481211525238201	0.592	0.481211525238201	0.943	0.869	NA
MT-ATP8	0.796	0.397645888018502	0.592	0.397645888018502	1	0.889	NA
ST6GALNAC1	0.204	-0.539795261656301	0.592	-0.539795261656301	0.239	0.717	NA
CD9	0.204	-0.836465792393093	0.592	-0.836465792393093	0.989	0.99	NA
COX8A	0.204	-0.869722558044059	0.592	-0.869722558044059	0.818	0.899	NA
OOEP	0.795	0.561383601291025	0.59	0.561383601291025	0.932	0.626	NA
TSGA10	0.795	0.522992313992412	0.59	0.522992313992412	0.989	0.899	NA
NAALAD2	0.795	0.459801858953919	0.59	0.459801858953919	0.795	0.323	NA
MPDZ	0.795	0.41636058637233	0.59	0.41636058637233	0.989	0.778	NA
MAGEC1	0.795	0.363254219683713	0.59	0.363254219683713	0.716	0.253	NA
SNAP91	0.795	0.267263644815916	0.59	0.267263644815916	0.739	0.263	NA
MEG3	0.205	-1.10974937639591	0.59	-1.10974937639591	0.841	0.909	NA
JARID2	0.794	0.583721477821322	0.588	0.583721477821322	0.989	0.768	NA
CCDC112	0.794	0.582074508920192	0.588	0.582074508920192	0.909	0.646	NA
RNASEH2B	0.794	0.518518559299769	0.588	0.518518559299769	0.977	0.798	NA
MSL3	0.794	0.510849334872467	0.588	0.510849334872467	0.989	0.939	NA
RABIF	0.794	0.495824923053684	0.588	0.495824923053684	1	0.747	NA
PPP2R1A	0.794	0.4770370467818	0.588	0.4770370467818	1	0.909	NA
KRT25	0.794	0.472231991225139	0.588	0.472231991225139	0.67	0.162	NA
YBX1	0.794	0.469051707024402	0.588	0.469051707024402	1	0.919	NA
HAGH	0.794	0.408933361342577	0.588	0.408933361342577	0.92	0.677	NA
HYLS1	0.794	0.345571368302631	0.588	0.345571368302631	0.955	0.505	NA
PARD3	0.794	0.342764762762695	0.588	0.342764762762695	0.989	0.899	NA
RABGGTA	0.794	0.340917705561476	0.588	0.340917705561476	0.943	0.556	NA
CCDC106	0.794	0.290998654941861	0.588	0.290998654941861	0.841	0.364	NA
MT-TS1	0.794	0.267487664473629	0.588	0.267487664473629	0.989	0.768	NA
EEF1A1P13	0.206	-0.520739368030044	0.588	-0.520739368030044	1	0.949	NA
LDHB	0.206	-0.527261149341572	0.588	-0.527261149341572	1	0.97	NA
RPL10AP6	0.206	-0.552122491072183	0.588	-0.552122491072183	0.989	0.949	NA
MTCO3P12	0.793	0.546184018952752	0.586	0.546184018952752	1	0.99	NA
SCOC-AS1	0.793	0.473485452004899	0.586	0.473485452004899	0.841	0.455	NA
ODC1	0.793	0.439373891570582	0.586	0.439373891570582	0.898	0.596	NA
SNAPC2	0.793	0.431080359723819	0.586	0.431080359723819	0.932	0.636	NA
PRKAG2	0.793	0.426532708911294	0.586	0.426532708911294	0.966	0.879	NA
ESX1	0.793	0.392332095213845	0.586	0.392332095213845	0.659	0.121	NA
AKT3	0.793	0.317906820780292	0.586	0.317906820780292	0.943	0.707	NA
PTPA	0.792	0.560813166239095	0.584	0.560813166239095	0.943	0.737	NA
FBXO25	0.792	0.485420472257861	0.584	0.485420472257861	0.966	0.798	NA
RBFOX3	0.792	0.34490316490174	0.584	0.34490316490174	0.795	0.424	NA
AC109635.4	0.792	0.311809534980618	0.584	0.311809534980618	0.92	0.576	NA
ADAL	0.791	0.482826376849081	0.582	0.482826376849081	0.977	0.798	NA
KPNA2	0.791	0.42731728712336	0.582	0.42731728712336	1	0.939	NA
TMEM183A	0.791	0.368333971475499	0.582	0.368333971475499	0.966	0.677	NA
ERVK3-1	0.791	0.340095976507748	0.582	0.340095976507748	0.852	0.525	NA
TMEM39B	0.791	0.311623843769067	0.582	0.311623843769067	0.909	0.505	NA
NRBF2	0.79	0.471480368666165	0.58	0.471480368666165	0.955	0.737	NA
CFAP97	0.79	0.463097675531764	0.58	0.463097675531764	0.977	0.667	NA
CSNK1G3	0.79	0.410617785296888	0.58	0.410617785296888	0.943	0.657	NA
C20orf96	0.79	0.319953945927505	0.58	0.319953945927505	0.841	0.374	NA
LGALSL	0.79	0.301497172833655	0.58	0.301497172833655	0.852	0.394	NA
MCRIP2	0.79	0.262503579281647	0.58	0.262503579281647	0.795	0.424	NA
CDC20	0.79	0.259507812383555	0.58	0.259507812383555	0.75	0.202	NA
PPIAP31	0.21	-0.304731383110963	0.58	-0.304731383110963	0.818	0.909	NA
PLOD1	0.21	-0.419759051601424	0.58	-0.419759051601424	0.602	0.879	NA
MTCO1P40	0.789	0.562680985552203	0.578	0.562680985552203	1	0.97	NA
PTRHD1	0.789	0.544337874298287	0.578	0.544337874298287	0.989	0.768	NA
GNG12	0.789	0.475492862380946	0.578	0.475492862380946	0.977	0.677	NA
SDHAF3	0.789	0.41177009103649	0.578	0.41177009103649	0.943	0.535	NA
RTKN2	0.789	0.388439621162304	0.578	0.388439621162304	0.898	0.566	NA
BX664727.3	0.789	0.272476920021649	0.578	0.272476920021649	0.716	0.162	NA
PYCR2	0.789	0.254795717328915	0.578	0.254795717328915	0.977	0.606	NA
EEF1A1P11	0.211	-0.584463594571777	0.578	-0.584463594571778	1	0.939	NA
CREM	0.788	0.51321990914022	0.576	0.51321990914022	0.966	0.879	NA
RAC1	0.788	0.504752056467935	0.576	0.504752056467935	1	0.929	NA
NKAPL	0.788	0.495538998993424	0.576	0.495538998993424	0.773	0.364	NA
GNAI1	0.788	0.453890850209273	0.576	0.453890850209273	0.977	0.778	NA
CSDE1	0.788	0.447474430819109	0.576	0.447474430819109	1	0.929	NA
TAF12	0.788	0.445983995161585	0.576	0.445983995161584	0.977	0.778	NA
NUP88	0.788	0.429992768935665	0.576	0.429992768935665	0.966	0.737	NA
TMEM42	0.788	0.416080778099137	0.576	0.416080778099137	0.898	0.535	NA
WDR47	0.788	0.381159505946398	0.576	0.381159505946398	0.977	0.646	NA
ATF7IP	0.788	0.372383133788241	0.576	0.372383133788241	0.977	0.687	NA
NCAPH	0.788	0.369539022258096	0.576	0.369539022258096	0.875	0.424	NA
MUT	0.788	0.335565244098822	0.576	0.335565244098822	0.92	0.556	NA
SAGE1	0.788	0.27129776286562	0.576	0.27129776286562	0.648	0.111	NA
RPL10P15	0.212	-0.326680239824999	0.576	-0.326680239824999	0.83	0.899	NA
SNRPB	0.212	-0.86578800556991	0.576	-0.86578800556991	0.852	0.889	NA
C11orf1	0.787	0.558246235739415	0.574	0.558246235739415	0.886	0.545	NA
SPECC1	0.787	0.557113658194557	0.574	0.557113658194557	1	0.99	NA
CUL4A	0.787	0.477423352833863	0.574	0.477423352833863	1	0.808	NA
SLC41A3	0.787	0.399987069392505	0.574	0.399987069392505	0.943	0.636	NA
TAF2	0.787	0.388608826779266	0.574	0.388608826779266	0.977	0.737	NA
PARP16	0.787	0.370113909761973	0.574	0.370113909761973	0.943	0.576	NA
INTS10	0.787	0.345499571622354	0.574	0.345499571622354	0.977	0.717	NA
MXD4	0.787	0.328460523298388	0.574	0.328460523298388	0.943	0.747	NA
HSP90AB1	0.787	0.323866420164028	0.574	0.323866420164028	1	0.98	NA
AC010343.1	0.213	-0.494978372610275	0.574	-0.494978372610275	0.977	0.939	NA
MMP2	0.213	-0.678703094292538	0.574	-0.678703094292538	0.693	0.859	NA
LRIF1	0.786	0.546301942995732	0.572	0.546301942995732	0.966	0.667	NA
CHN1	0.786	0.460868958708681	0.572	0.460868958708681	0.966	0.798	NA
ZUFSP	0.786	0.302880047578531	0.572	0.302880047578531	0.898	0.495	NA
C15orf61	0.785	0.515829445658268	0.57	0.515829445658268	0.966	0.737	NA
HNRNPDL	0.785	0.401277922176866	0.57	0.401277922176866	1	0.97	NA
RAB5C	0.785	0.335870648257235	0.57	0.335870648257235	0.989	0.758	NA
GCNA	0.785	0.297542633736476	0.57	0.297542633736476	0.693	0.172	NA
RPL26P30	0.785	0.265169444230998	0.57	0.265169444230998	1	0.707	NA
SERF2	0.215	-0.414007031127615	0.57	-0.414007031127615	1	0.97	NA
COL4A2	0.215	-0.608927628278839	0.57	-0.608927628278839	0.818	0.949	NA
HDLBP	0.784	0.462201980604749	0.568	0.462201980604749	1	0.97	NA
IKZF5	0.784	0.455663088866976	0.568	0.455663088866976	0.966	0.677	NA
AC002467.1	0.784	0.443705212522761	0.568	0.443705212522761	0.795	0.374	NA
AP3D1	0.784	0.435078712753945	0.568	0.435078712753945	0.989	0.869	NA
NEDD4L	0.784	0.357194344406039	0.568	0.357194344406039	0.989	0.869	NA
GFRA3	0.784	0.346128760752895	0.568	0.346128760752895	0.727	0.303	NA
MAP2K5	0.784	0.311746688588281	0.568	0.311746688588281	0.886	0.535	NA
PIGV	0.784	0.298223398565248	0.568	0.298223398565248	0.886	0.475	NA
SGCG	0.784	0.289313964188299	0.568	0.289313964188299	0.659	0.172	NA
PHF8	0.784	0.262121057098883	0.568	0.262121057098883	0.977	0.727	NA
ARL6IP1	0.216	-0.707685233590375	0.568	-0.707685233590375	0.909	0.919	NA
DCUN1D5	0.783	0.440875420905305	0.566	0.440875420905305	0.989	0.727	NA
C18orf21	0.783	0.401052876456363	0.566	0.401052876456363	0.932	0.535	NA
MTATP8P1	0.783	0.379190572349543	0.566	0.379190572349543	1	0.899	NA
ZNF280B	0.783	0.372498236243811	0.566	0.372498236243811	0.955	0.667	NA
ARID3B	0.783	0.353835512440843	0.566	0.353835512440843	0.92	0.515	NA
MTCO1P12	0.782	0.471121154035633	0.564	0.471121154035633	1	1	NA
NEK6	0.782	0.370094851861701	0.564	0.370094851861701	0.898	0.556	NA
TDRD9	0.782	0.362809534447298	0.564	0.362809534447298	0.886	0.556	NA
DDX42	0.782	0.336132793119995	0.564	0.336132793119995	0.977	0.646	NA
MAD1L1	0.782	0.28486331984513	0.564	0.28486331984513	0.909	0.556	NA
IFT88	0.781	0.470669979282911	0.562	0.470669979282911	0.966	0.737	NA
PIAS4	0.781	0.372332562363043	0.562	0.372332562363043	0.989	0.889	NA
CCDC144NL-AS1	0.78	0.387322918163754	0.56	0.387322918163754	0.795	0.394	NA
TMSB15A	0.78	0.344934746901195	0.56	0.344934746901195	0.886	0.475	NA
REXO5	0.78	0.320452360691036	0.56	0.320452360691036	0.83	0.465	NA
HDAC5	0.78	0.290013298886958	0.56	0.290013298886958	0.955	0.869	NA
XIST	0.22	-0.377771027784148	0.56	-0.377771027784148	0.966	0.98	NA
NDUFB11	0.22	-0.477593255821532	0.56	-0.477593255821532	0.761	0.879	NA
SERPINH1	0.22	-0.685578059398941	0.56	-0.685578059398941	0.75	0.899	NA
NRK	0.22	-1.02124716211214	0.56	-1.02124716211214	0.591	0.848	NA
MT-ND2	0.779	0.516990842898461	0.558	0.516990842898461	1	0.97	NA
KANSL1	0.779	0.432134113717121	0.558	0.432134113717121	0.989	0.929	NA
CCDC127	0.779	0.382057818258517	0.558	0.382057818258517	0.932	0.677	NA
CNOT2	0.779	0.370280900671769	0.558	0.370280900671769	0.989	0.99	NA
ISL1	0.779	0.31544283268323	0.558	0.31544283268323	0.75	0.354	NA
KLC1	0.779	0.285852043074882	0.558	0.285852043074882	0.977	0.838	NA
FAM53B	0.779	0.279212077866464	0.558	0.279212077866464	0.852	0.505	NA
FAR2P1	0.779	0.266858775777781	0.558	0.266858775777781	0.75	0.283	NA
GIT1	0.779	0.264976784676289	0.558	0.264976784676289	0.841	0.404	NA
AC091429.1	0.221	-0.323676375253164	0.558	-0.323676375253164	0.943	0.909	NA
RPS13P2	0.221	-0.520119390783322	0.558	-0.520119390783322	0.989	0.939	NA
DNALI1	0.778	0.493731107102252	0.556	0.493731107102252	0.75	0.343	NA
DDX43	0.778	0.436916267803095	0.556	0.436916267803095	0.977	0.747	NA
OSER1	0.778	0.412381843023662	0.556	0.412381843023662	1	0.707	NA
OTUB1	0.778	0.375799308422866	0.556	0.375799308422866	1	0.859	NA
ZNF25	0.778	0.264043949119009	0.556	0.264043949119009	0.727	0.263	NA
EPB41L3	0.778	0.256117031640867	0.556	0.256117031640867	0.864	0.505	NA
WDR83OS	0.222	-0.494050543182189	0.556	-0.494050543182189	0.898	0.909	NA
MAP2K7	0.777	0.416765926920108	0.554	0.416765926920108	0.886	0.616	NA
MT-CO3	0.777	0.413822196802023	0.554	0.413822196802023	1	1	NA
CR381653.1	0.777	0.342005789017236	0.554	0.342005789017236	0.932	0.515	NA
DSCR3	0.777	0.34197062522073	0.554	0.34197062522073	0.943	0.758	NA
PRKD2	0.777	0.287964238343104	0.554	0.287964238343104	0.966	0.909	NA
EEF1A1P9	0.223	-0.375021608262837	0.554	-0.375021608262837	1	0.939	NA
CALM1	0.223	-0.45981509352124	0.554	-0.45981509352124	1	0.99	NA
PNLDC1	0.776	0.375211439765956	0.552	0.375211439765957	0.886	0.545	NA
HMG20A	0.776	0.373245263829204	0.552	0.373245263829204	0.943	0.818	NA
EIF1	0.776	0.345972749735557	0.552	0.345972749735557	1	0.98	NA
SYPL1	0.776	0.345018982568527	0.552	0.345018982568527	0.989	0.758	NA
COQ8A	0.776	0.335096873589688	0.552	0.335096873589688	0.943	0.778	NA
KIFAP3	0.776	0.317519201835339	0.552	0.317519201835339	1	0.838	NA
SPR	0.776	0.282456975249995	0.552	0.282456975249995	0.784	0.364	NA
COX7C	0.224	-0.493683942536112	0.552	-0.493683942536112	1	0.97	NA
HSPB1	0.775	0.534005617122248	0.55	0.534005617122248	1	0.939	NA
FST	0.775	0.449442317371965	0.55	0.449442317371965	0.705	0.283	NA
CEP85L	0.775	0.436813027707576	0.55	0.436813027707576	1	0.879	NA
NAB1	0.775	0.371313208157887	0.55	0.371313208157887	0.864	0.606	NA
TUBA3C	0.775	0.25238209420454	0.55	0.25238209420454	0.659	0.152	NA
KLF10	0.774	0.418796936185858	0.548	0.418796936185858	0.989	0.919	NA
ME2	0.774	0.360132284472448	0.548	0.360132284472448	0.977	0.838	NA
FLNA	0.226	-0.381888707772392	0.548	-0.381888707772392	0.705	0.919	NA
CFAP221	0.773	0.509975751922001	0.546	0.509975751922001	0.727	0.313	NA
BCAP31	0.773	0.488593535160029	0.546	0.488593535160029	1	0.899	NA
RRAGD	0.773	0.477064177117786	0.546	0.477064177117786	0.989	0.798	NA
ZFAND6	0.773	0.424556169485479	0.546	0.424556169485479	1	0.919	NA
EXOC2	0.773	0.372230945590281	0.546	0.372230945590281	0.977	0.798	NA
RSBN1L	0.773	0.367288655233089	0.546	0.367288655233089	0.989	0.848	NA
SPATS2L	0.773	0.337912870720372	0.546	0.337912870720372	0.864	0.475	NA
B3GALNT1	0.773	0.331543906694294	0.546	0.331543906694294	0.773	0.283	NA
IQCE	0.773	0.330179565428933	0.546	0.330179565428933	0.943	0.768	NA
IFT46	0.773	0.32455434696127	0.546	0.32455434696127	0.966	0.646	NA
ADA	0.773	0.256997266350305	0.546	0.256997266350305	0.67	0.182	NA
FUCA1	0.227	-0.491255204994314	0.546	-0.491255204994314	0.455	0.818	NA
CDC42BPA	0.772	0.455308681875775	0.544	0.455308681875775	1	0.97	NA
PAPD7	0.772	0.308837142141027	0.544	0.308837142141027	0.886	0.586	NA
CCDC122	0.772	0.287230636836779	0.544	0.287230636836779	0.875	0.465	NA
DDHD2	0.772	0.262201274563383	0.544	0.262201274563383	0.966	0.657	NA
EIF3E	0.228	-0.620802134602048	0.544	-0.620802134602048	0.977	0.99	NA
TACC3	0.771	0.446321931032869	0.542	0.446321931032869	0.977	0.919	NA
KIAA0355	0.771	0.43335051603476	0.542	0.43335051603476	1	0.848	NA
ST13	0.771	0.350817752570927	0.542	0.350817752570927	1	0.99	NA
AKTIP	0.771	0.307974762832861	0.542	0.307974762832861	0.932	0.566	NA
RYK	0.77	0.465004036959721	0.54	0.465004036959721	0.955	0.788	NA
ZBED5-AS1	0.77	0.458868501734026	0.54	0.458868501734026	0.955	0.576	NA
CIART	0.77	0.383598137494134	0.54	0.383598137494134	0.739	0.313	NA
MED10	0.77	0.359861455303008	0.54	0.359861455303008	0.977	0.636	NA
ATP5B	0.23	-0.372189942950334	0.54	-0.372189942950334	1	0.98	NA
GPATCH11	0.769	0.550500680919289	0.538	0.550500680919289	0.989	0.909	NA
MTND1P23	0.769	0.534080428129892	0.538	0.534080428129892	1	0.99	NA
KNL1	0.769	0.503266158655487	0.538	0.503266158655487	0.977	0.818	NA
FSD1L	0.769	0.455604794999217	0.538	0.455604794999217	0.92	0.727	NA
MFF	0.769	0.453104602425354	0.538	0.453104602425354	1	0.859	NA
NELFCD	0.769	0.384825315183047	0.538	0.384825315183047	0.955	0.747	NA
WWP1	0.769	0.37393683899323	0.538	0.37393683899323	0.943	0.707	NA
CHD3	0.769	0.370043844148611	0.538	0.370043844148611	0.932	0.717	NA
ABCC9	0.769	0.280605116457497	0.538	0.280605116457497	0.795	0.434	NA
FP671120.3	0.769	0.272596103980255	0.538	0.272596103980255	0.989	0.879	NA
HOXB-AS3	0.769	0.268340287868222	0.538	0.268340287868222	0.625	0.141	NA
AC036176.1	0.769	0.263270311679202	0.538	0.263270311679202	0.648	0.162	NA
TMEM57	0.768	0.32308472409913	0.536	0.32308472409913	0.875	0.556	NA
ABO	0.232	-0.278935235783146	0.536	-0.278935235783146	0.784	0.919	NA
SPTBN1	0.232	-0.512206270019056	0.536	-0.512206270019056	1	1	NA
G3BP2	0.767	0.431801544833164	0.534	0.431801544833164	1	0.838	NA
TLK1	0.767	0.424260426067622	0.534	0.424260426067622	1	0.96	NA
PSMD6	0.767	0.419527440767981	0.534	0.419527440767981	1	0.859	NA
NEDD1	0.767	0.355598321279484	0.534	0.355598321279484	0.932	0.636	NA
SSRP1	0.767	0.330274632194713	0.534	0.330274632194713	0.966	0.778	NA
RAD9B	0.767	0.316039503524108	0.534	0.316039503524108	0.636	0.162	NA
FAM117A	0.767	0.301469622027266	0.534	0.301469622027266	0.761	0.364	NA
SLC25A14	0.767	0.256319082433801	0.534	0.256319082433801	0.841	0.424	NA
NDUFA11	0.233	-0.462023781798287	0.534	-0.462023781798287	0.875	0.909	NA
MSMO1	0.233	-0.852081751373348	0.534	-0.852081751373348	0.511	0.848	NA
PPIC	0.766	0.46523032555089	0.532	0.46523032555089	0.83	0.444	NA
MAT2B	0.766	0.451300422232344	0.532	0.451300422232344	0.977	0.798	NA
MIS18BP1	0.766	0.445186101981401	0.532	0.445186101981401	1	0.98	NA
BRCA2	0.766	0.420209091482214	0.532	0.420209091482214	0.966	0.949	NA
ASCC1	0.766	0.395799254972109	0.532	0.395799254972109	0.966	0.859	NA
SOX30	0.766	0.283208730729601	0.532	0.283208730729601	0.761	0.343	NA
TMEM189	0.766	0.275882077286918	0.532	0.275882077286918	0.932	0.687	NA
HAGLR	0.766	0.260286861648392	0.532	0.260286861648392	0.67	0.263	NA
MYO6	0.765	0.427989585329822	0.53	0.427989585329822	1	0.859	NA
PSMD12	0.765	0.412417104905112	0.53	0.412417104905112	1	0.99	NA
